Row No.,Sale Date,Sale Type,Digital,Customer ID,ZipCode,Shipping Method,Product,Variant,Quantity,Price,Product Price
974,22/03/2021,Direct - B2C,,109,533882,Standard Delivery,Acacia,250,1,13.9,13.9
975,22/03/2021,Direct - B2C,,186,,Standard Delivery,Nobile,5000,1,109,109
976,22/03/2021,Direct - B2C,,186,,Standard Delivery,Millefiori,100,1,8.9,8.9
977,22/03/2021,Direct - B2C,,186,,Standard Delivery,Truffle oil,100,1,7.9,7.9
978,22/03/2021,Direct - B2C,,186,,Standard Delivery,Lemon oil,100,1,5.9,5.9
979,22/03/2021,Direct - B2C,,186,,Standard Delivery,Chili oil,100,1,5.9,5.9
980,24/03/2021,Direct - B2C,,187,,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
981,24/03/2021,Direct - B2C,,187,,Standard Delivery,Nobile,250,2,7.9,15.8
982,24/03/2021,Direct - B2C,,187,,Standard Delivery,Truffle oil,100,1,7.9,7.9
983,24/03/2021,Direct - B2C,,188,,Standard Delivery,Organic Bio/Olio,100,15,5.9,88.5
984,29/03/2021,Direct - B2C,,189,,Standard Delivery,Nobile,5000,1,109,109
985,29/03/2021,Direct - B2C,,189,,Standard Delivery,Lemon oil,100,1,5.9,5.9
986,29/03/2021,Direct - B2C,,189,,Standard Delivery,Truffle oil,100,1,7.9,7.9
987,29/03/2021,Direct - B2C,,189,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
988,29/03/2021,Direct - B2C,,190,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
989,29/03/2021,Direct - B2C,,190,,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
990,29/03/2021,Direct - B2C,,190,,Standard Delivery,Truffle oil,250,1,12.9,12.9
991,29/03/2021,Direct - B2C,,190,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
992,29/03/2021,Direct - B2C,,191,,Standard Delivery,Nobile,5000,1,109,109
993,29/03/2021,Direct - B2C,,191,,Standard Delivery,Millefiori,250,1,13.9,13.9
994,29/03/2021,Direct - B2C,,191,,Standard Delivery,Acacia,250,1,13.9,13.9
995,29/03/2021,Direct - B2C,,191,,Standard Delivery,Lemon oil,100,1,5.9,5.9
996,29/03/2021,Direct - B2C,,191,,Standard Delivery,Truffle oil,100,1,7.9,7.9
997,29/03/2021,Direct - B2C,,192,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
998,29/03/2021,Direct - B2C,,192,,Standard Delivery,Gentile,1000,1,22.9,22.9
999,29/03/2021,Direct - B2C,,192,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1000,31/03/2021,Direct - B2C,,136,,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1001,31/03/2021,Direct - B2C,,136,,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
1002,31/03/2021,Direct - B2C,,136,,Standard Delivery,Millefiori,250,1,13.9,13.9
1003,31/03/2021,Direct - B2C,,136,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1004,31/03/2021,Direct - B2C,,136,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1005,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Basil oil,100,5,5.9,22.125
1006,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Chili oil,100,5,5.9,22.125
1007,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Garlic and Rosemary oil,100,15,5.9,66.375
1008,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Lemon oil,100,4,5.9,17.7
1009,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Truffle oil,100,34,7.9,201.45
1010,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Organic Bio/Olio,100,6,5.9,26.55
1011,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Garlic and Rosemary oil,250,3,11.9,26.775
1012,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Truffle oil,250,9,12.9,87.075
1013,31/03/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Organic Bio/Olio,500,1,16.9,12.675
1014,31/03/2021,Direct - B2C,,194,,Standard Delivery,Gentile,1000,3,22.9,68.7
1015,31/03/2021,Direct - B2C,,194,,Standard Delivery,Basil oil,250,1,11.9,11.9
1016,31/03/2021,Direct - B2C,,194,,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
1017,31/03/2021,Direct - B2C,,194,,Standard Delivery,Truffle oil,250,1,12.9,12.9
1018,31/03/2021,Direct - B2C,,194,,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
1019,01/04/2021,Direct - B2C,,195,,Standard Delivery,Organic Bio/Olio,100,3,5.9,17.7
1020,01/04/2021,Direct - B2C,,195,,Standard Delivery,Truffle oil,100,3,7.9,23.7
1021,01/04/2021,Direct - B2C,,195,,Standard Delivery,Acacia,100,1,8.9,8.9
1022,01/04/2021,Direct - B2C,,196,,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1023,01/04/2021,Direct - B2C,,196,,Standard Delivery,Truffle oil,250,1,12.9,12.9
1024,01/04/2021,Direct - B2C,,196,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1025,01/04/2021,Direct - B2C,,196,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1026,01/04/2021,Direct - B2C,,18,439970,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
1027,01/04/2021,Direct - B2C,,18,439970,Standard Delivery,Millefiori,100,1,8.9,8.9
1028,01/04/2021,Direct - B2C,,18,439970,Standard Delivery,Classic gift pack 3x250 ml,250,1,34.9,34.9
1029,05/04/2021,Direct - B2C,,2,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
1030,05/04/2021,Direct - B2C,,2,,Standard Delivery,Organic Bio/Olio,100,2,5.9,11.8
1031,05/04/2021,Direct - B2C,,2,,Standard Delivery,Chili oil,100,2,5.9,11.8
1032,05/04/2021,Direct - B2C,,2,,Standard Delivery,Truffle oil,100,2,7.9,15.8
1033,05/04/2021,Direct - B2C,,2,,Standard Delivery,Basil oil,100,1,5.9,5.9
1034,05/04/2021,Direct - B2C,,2,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1035,05/04/2021,Direct - B2C,,2,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1036,05/04/2021,Direct - B2C,,2,,Standard Delivery,Acacia,250,1,13.9,13.9
1037,05/04/2021,Direct - B2C,,2,,Standard Delivery,Millefiori,250,1,13.9,13.9
1038,05/04/2021,Direct - B2C,,197,,Standard Delivery,Organic Bio/Olio,500,2,16.9,33.8
1039,05/04/2021,Direct - B2C,,197,,Standard Delivery,Gentile,1000,1,22.9,22.9
1040,05/04/2021,Direct - B2C,,197,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1041,05/04/2021,Direct - B2C,,197,,Standard Delivery,Millefiori,100,1,8.9,8.9
1042,05/04/2021,Direct - B2C,,146,,Standard Delivery,Gentile,1000,1,22.9,22.9
1043,05/04/2021,Direct - B2C,,146,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1044,05/04/2021,Direct - B2C,,146,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1045,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Nobile Fiorentina bottle,750,12,19.9,191.04
1046,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Truffle oil,250,1,12.9,10.32
1047,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Chili oil,100,1,5.9,4.72
1048,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Basil oil,100,1,5.9,4.72
1049,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,4.72
1050,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Lemon oil,100,1,5.9,4.72
1051,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Acacia,250,2,13.9,22.24
1052,05/04/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Millefiori,250,2,13.9,22.24
1053,05/04/2021,Direct - B2C,,198,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
1054,05/04/2021,Direct - B2C,,198,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1055,07/04/2021,Direct - B2C,,77,,Standard Delivery,Organic Bio/Olio,500,45,16.9,760.5
1056,12/04/2021,Direct - B2C,,34,,Standard Delivery,Basil oil,100,4,5.9,23.6
1057,12/04/2021,Direct - B2C,,34,,Standard Delivery,Garlic and Rosemary oil,100,4,5.9,23.6
1058,12/04/2021,Direct - B2C,,34,,Standard Delivery,Lemon oil,100,8,5.9,47.2
1059,12/04/2021,Direct - B2C,,34,,Standard Delivery,Basil oil,250,3,11.9,35.7
1060,12/04/2021,Direct - B2C,,34,,Standard Delivery,Garlic and Rosemary oil,250,3,11.9,35.7
1061,12/04/2021,Direct - B2C,,34,,Standard Delivery,Lemon oil,250,3,11.9,35.7
1062,12/04/2021,Direct - B2C,,34,,Standard Delivery,Organic Bio/Olio,100,6,5.9,35.4
1063,12/04/2021,Direct - B2C,,34,,Standard Delivery,Organic Bio/Olio,500,3,16.9,50.7
1064,20/04/2021,Direct - B2C,Online - Website,60,18979,Standard Delivery,Nobile,5000,1,109,87.2
1065,20/04/2021,Direct - B2C,Online - Website,60,18979,Standard Delivery,Millefiori,100,1,8.9,7.12
1066,20/04/2021,Direct - B2C,Online - Website,60,18979,Standard Delivery,Truffle oil,100,1,7.9,6.32
1067,20/04/2021,Direct - B2C,Online - Website,60,18979,Standard Delivery,Lemon oil,100,1,5.9,4.72
1068,20/04/2021,Direct - B2C,,199,,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1069,20/04/2021,Direct - B2C,,199,,Standard Delivery,Millefiori,100,1,8.9,8.9
1070,20/04/2021,Direct - B2C,,199,,Standard Delivery,Acacia,250,1,13.9,13.9
1071,20/04/2021,Direct - B2C,,199,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1072,21/04/2021,Direct - B2C,,200,,Standard Delivery,Organic Bio/Olio,500,2,16.9,33.8
1073,21/04/2021,Direct - B2C,,200,,Standard Delivery,Acacia,100,1,8.9,8.9
1074,21/04/2021,Direct - B2C,,201,,Standard Delivery,Gentile,1000,1,22.9,22.9
1075,21/04/2021,Direct - B2C,,201,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1076,21/04/2021,Direct - B2C,,201,,Standard Delivery,Millefiori,100,1,8.9,8.9
1077,21/04/2021,Direct - B2C,,90,,Standard Delivery,Acacia,100,1,8.9,8.9
1078,21/04/2021,Direct - B2C,,202,,Standard Delivery,Truffle oil,250,1,12.9,12.9
1079,23/04/2021,Direct - B2C,,63,568431,Standard Delivery,Nobile Fiorentina bottle,750,2,19.9,31.84
1080,23/04/2021,Direct - B2C,,63,568431,Standard Delivery,Gentile,1000,2,22.9,36.64
1081,23/04/2021,Direct - B2C,,63,568431,Standard Delivery,Acacia,100,1,8.9,7.12
1082,23/04/2021,Direct - B2C,,63,568431,Standard Delivery,Chili oil,100,1,5.9,4.72
1083,26/04/2021,Direct - B2C,,114,,Standard Delivery,Truffle oil,250,10,12.9,129
1084,26/04/2021,Direct - B2C,,114,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
1085,26/04/2021,Direct - B2C,,114,,Standard Delivery,Acacia,100,1,8.9,8.9
1086,27/04/2021,Direct - B2C,,115,267519,Standard Delivery,Nobile,5000,1,109,87.2
1087,27/04/2021,Direct - B2C,,115,267519,Standard Delivery,Chili oil,100,1,5.9,4.72
1088,27/04/2021,Direct - B2C,,115,267519,Standard Delivery,Lemon oil,100,1,5.9,4.72
1089,27/04/2021,Direct - B2C,,115,267519,Standard Delivery,Acacia,100,1,8.9,7.12
1090,28/04/2021,Direct - B2C,,39,163078,Standard Delivery,Gentile,1000,1,22.9,18.32
1091,28/04/2021,Direct - B2C,,39,163078,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,15.92
1092,28/04/2021,Direct - B2C,,39,163078,Standard Delivery,Nobile Marasca bottle,750,1,18.9,15.12
1093,28/04/2021,Direct - B2C,,39,163078,Standard Delivery,Chili oil,100,1,5.9,4.72
1094,28/04/2021,Direct - B2C,,39,163078,Standard Delivery,Acacia,100,1,8.9,7.12
1095,29/04/2021,Direct - B2C,,203,,Standard Delivery,Organic Bio/Olio,500,2,16.9,33.8
1096,29/04/2021,Direct - B2C,,203,,Standard Delivery,Gentile,1000,4,22.9,91.6
1097,29/04/2021,Direct - B2C,,203,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1098,29/04/2021,Direct - B2C,,203,,Standard Delivery,Truffle oil,100,2,7.9,15.8
1099,29/04/2021,Direct - B2C,,203,,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1100,29/04/2021,Direct - B2C,,204,,Standard Delivery,Nobile Fiorentina bottle,750,4,19.9,79.6
1101,29/04/2021,Direct - B2C,,204,,Standard Delivery,Gentile,1000,1,22.9,22.9
1102,29/04/2021,Direct - B2C,,204,,Standard Delivery,Basil oil,100,1,5.9,5.9
1103,29/04/2021,Direct - B2C,,204,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1104,29/04/2021,Direct - B2C,,204,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1105,29/04/2021,Direct - B2C,,204,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1106,29/04/2021,Direct - B2C,,205,,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
1107,29/04/2021,Direct - B2C,,205,,Standard Delivery,Gentile,1000,1,22.9,22.9
1108,29/04/2021,Direct - B2C,,205,,Standard Delivery,Nobile,250,1,7.9,7.9
1109,29/04/2021,Direct - B2C,,205,,Standard Delivery,Truffle oil,250,3,12.9,38.7
1110,29/04/2021,Direct - B2C,,205,,Standard Delivery,Lemon oil,250,2,11.9,23.8
1111,29/04/2021,Direct - B2C,,205,,Standard Delivery,Chili oil,100,1,5.9,5.9
1112,29/04/2021,Direct - B2C,,205,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1113,30/04/2021,Direct - B2C,,20,,Standard Delivery,Nobile,5000,1,109,109
1114,30/04/2021,Direct - B2C,,20,,Standard Delivery,Basil oil,250,1,11.9,11.9
1115,30/04/2021,Direct - B2C,,20,,Standard Delivery,Acacia,250,1,13.9,13.9
1116,30/04/2021,Direct - B2C,,20,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1117,30/04/2021,Direct - B2C,,20,,Standard Delivery,Chili oil,100,1,5.9,5.9
1118,30/04/2021,Direct - B2C,,20,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1119,03/05/2021,Direct - B2C,,121,,Standard Delivery,Basil oil,250,4,11.9,47.6
1120,03/05/2021,Direct - B2C,,121,,Standard Delivery,Garlic and Rosemary oil,250,4,11.9,47.6
1121,03/05/2021,Direct - B2C,,121,,Standard Delivery,Chili oil,100,1,5.9,5.9
1122,03/05/2021,Direct - B2C,,121,,Standard Delivery,Acacia,100,1,8.9,8.9
1123,03/05/2021,Direct - B2C,,206,,Standard Delivery,Organic Bio/Olio,500,2,16.9,33.8
1124,03/05/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Acacia,100,1,8.9,6.675
1125,03/05/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Acacia,250,1,13.9,10.425
1126,03/05/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Millefiori,100,1,8.9,6.675
1127,03/05/2021,Direct - B2C,Offline,193,510159,Standard Delivery,Millefiori,250,1,13.9,10.425
1128,03/05/2021,Direct - B2C,Offline,46,589488,Standard Delivery,Gentile,1000,1,22.9,18.32
1129,04/05/2021,Direct - B2C,,207,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1130,04/05/2021,Direct - B2C,,207,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1131,04/05/2021,Direct - B2C,,208,,Standard Delivery,Nobile,250,1,7.9,7.9
1132,04/05/2021,Direct - B2C,,208,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
1133,04/05/2021,Direct - B2C,,208,,Standard Delivery,Gentile,1000,3,22.9,68.7
1134,04/05/2021,Direct - B2C,,208,,Standard Delivery,Garlic and Rosemary oil,250,3,11.9,35.7
1135,04/05/2021,Direct - B2C,,208,,Standard Delivery,Millefiori,100,1,8.9,8.9
1136,04/05/2021,Direct - B2C,,194,,Standard Delivery,Truffle oil,100,2,7.9,15.8
1137,04/05/2021,Direct - B2C,,194,,Standard Delivery,Basil oil,100,1,5.9,5.9
1138,04/05/2021,Direct - B2C,,194,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1139,04/05/2021,Direct - B2C,,194,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1140,04/05/2021,Direct - B2C,,194,,Standard Delivery,Chili oil,100,1,5.9,5.9
1141,04/05/2021,Direct - B2C,,194,,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
1142,04/05/2021,Direct - B2C,,194,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1143,04/05/2021,Direct - B2C,,194,,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
1144,04/05/2021,Direct - B2C,,194,,Standard Delivery,Chili oil,100,1,5.9,5.9
1145,04/05/2021,Direct - B2C,,194,,Standard Delivery,Acacia,250,1,13.9,13.9
1146,04/05/2021,Direct - B2C,,194,,Standard Delivery,Millefiori,250,1,13.9,13.9
1147,06/05/2021,Direct - B2C,,209,,Standard Delivery,Gentile,1000,1,22.9,22.9
1148,06/05/2021,Direct - B2C,,209,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1149,06/05/2021,Direct - B2C,,210,,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
1150,06/05/2021,Direct - B2C,,210,,Standard Delivery,Lemon oil,250,1,11.9,11.9
1151,06/05/2021,Direct - B2C,,210,,Standard Delivery,Nobile,250,1,7.9,7.9
1152,06/05/2021,Direct - B2C,,210,,Standard Delivery,Millefiori,100,1,8.9,8.9
1153,07/05/2021,Direct - B2C,,211,,Standard Delivery,Garlic and Rosemary oil,100,2,5.9,11.8
1154,07/05/2021,Direct - B2C,,211,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1155,07/05/2021,Direct - B2C,,211,,Standard Delivery,Basil oil,100,1,5.9,5.9
1156,10/05/2021,Direct - B2C,,66,,Standard Delivery,Nobile,5000,1,109,87.2
1157,10/05/2021,Direct - B2C,,66,,Standard Delivery,Gentile,1000,1,22.9,18.32
1158,10/05/2021,Direct - B2C,,66,,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,23.92
1159,10/05/2021,Direct - B2C,,66,,Standard Delivery,Lemon oil,100,1,5.9,4.72
1160,10/05/2021,Direct - B2C,,66,,Standard Delivery,Truffle oil,100,1,7.9,6.32
1161,10/05/2021,Direct - B2C,,66,,Standard Delivery,Millefiori,100,1,8.9,7.12
1162,17/05/2021,Direct - B2C,,109,533882,Standard Delivery,Millefiori,250,1,13.9,13.9
1163,17/05/2021,Direct - B2C,,109,533882,Standard Delivery,Truffle oil,250,1,12.9,12.9
1164,17/05/2021,Direct - B2C,,109,533882,Standard Delivery,Garlic and Rosemary oil,250,2,11.9,23.8
1165,17/05/2021,Direct - B2C,,109,533882,Standard Delivery,Chili oil,100,1,5.9,5.9
1166,17/05/2021,Direct - B2C,,109,533882,Standard Delivery,Lemon oil,100,1,5.9,5.9
1167,17/05/2021,Direct - B2C,,187,,Standard Delivery,Nobile Marasca bottle,750,6,18.9,113.4
1168,17/05/2021,Direct - B2C,,187,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1169,17/05/2021,Direct - B2C,,187,,Standard Delivery,Lemon oil,100,1,5.9,5.9
1170,17/05/2021,Direct - B2C,,187,,Standard Delivery,Acacia,100,1,8.9,8.9
1171,17/05/2021,Direct - B2C,Online - Website,105,286763,Standard Delivery,Nobile,5000,1,109,87.2
1172,17/05/2021,Direct - B2C,Online - Website,105,286763,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,15.92
1173,17/05/2021,Direct - B2C,Online - Website,105,286763,Standard Delivery,Lemon oil,250,1,11.9,9.52
1174,17/05/2021,Direct - B2C,Online - Website,105,286763,Standard Delivery,Chili oil,100,1,5.9,4.72
1175,17/05/2021,Direct - B2C,Online - Website,105,286763,Standard Delivery,Basil oil,100,1,5.9,4.72
1176,17/05/2021,Direct - B2C,Online - Website,105,286763,Standard Delivery,Millefiori,100,1,8.9,7.12
1177,17/05/2021,Direct - B2C,,212,,Standard Delivery,Nobile Fiorentina bottle,750,2,19.9,39.8
1178,17/05/2021,Direct - B2C,,212,,Standard Delivery,Millefiori,100,1,8.9,8.9
1179,17/05/2021,Direct - B2C,,212,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1180,17/05/2021,Direct - B2C,,213,249034,Standard Delivery,Acacia,250,3,13.9,41.7
1181,17/05/2021,Direct - B2C,,213,249034,Standard Delivery,Millefiori,250,1,13.9,13.9
1182,17/05/2021,Direct - B2C,,213,249034,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
1183,17/05/2021,Direct - B2C,,213,249034,Standard Delivery,Classic gift pack 3x250 ml,250,1,34.9,34.9
1184,17/05/2021,Direct - B2C,,214,,Standard Delivery,Truffle oil,250,1,12.9,12.9
1185,17/05/2021,Direct - B2C,,214,,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1186,19/05/2021,Direct - B2C,,194,510135,Standard Delivery,Gentile,1000,2,22.9,45.8
1187,19/05/2021,Direct - B2C,,194,510135,Standard Delivery,Truffle oil,100,5,7.9,39.5
1188,19/05/2021,Direct - B2C,,194,510135,Standard Delivery,Lemon oil,100,1,5.9,5.9
1189,19/05/2021,Direct - B2C,,194,510135,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1190,19/05/2021,Direct - B2C,,215,,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1191,19/05/2021,Direct - B2C,,215,,Standard Delivery,Gentile,1000,1,22.9,22.9
1192,19/05/2021,Direct - B2C,,215,,Standard Delivery,Truffle oil,100,1,7.9,7.9
1193,19/05/2021,Direct - B2C,,215,,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1194,20/05/2021,Direct - B2C,,216,257496,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
1195,20/05/2021,Direct - B2C,,217,018965,Standard Delivery,Nobile,5000,1,109,109
1196,20/05/2021,Direct - B2C,,217,018965,Standard Delivery,Millefiori,100,1,8.9,8.9
1197,20/05/2021,Direct - B2C,,217,018965,Standard Delivery,Acacia,100,1,8.9,8.9
1198,20/05/2021,Direct - B2C,,217,018965,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
1199,20/05/2021,Direct - B2C,,217,018965,Standard Delivery,Lemon oil,100,1,5.9,5.9
1200,20/05/2021,Direct - B2C,,217,018965,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1201,21/05/2021,Direct - B2C,,218,530697,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1202,21/05/2021,Direct - B2C,,218,530697,Standard Delivery,Lemon oil,250,1,11.9,11.9
1203,21/05/2021,Direct - B2C,,1,437050,Standard Delivery,Nobile Marasca bottle,750,10,18.9,189
1204,21/05/2021,Direct - B2C,,1,437050,Standard Delivery,Nobile Fiorentina bottle,750,10,19.9,199
1205,21/05/2021,Direct - B2C,,1,437050,Standard Delivery,Millefiori,250,1,13.9,13.9
1206,21/05/2021,Direct - B2C,,1,437050,Standard Delivery,Acacia,250,1,13.9,13.9
1207,24/05/2021,Direct - B2C,,219,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1208,25/05/2021,Direct - B2C,,220,387386,Standard Delivery,Nobile,5000,1,109,109
1209,25/05/2021,Direct - B2C,,220,387386,Standard Delivery,Acacia,250,1,13.9,13.9
1210,25/05/2021,Direct - B2C,,220,387386,Standard Delivery,Lemon oil,100,1,5.9,5.9
1211,25/05/2021,Direct - B2C,,220,387386,Standard Delivery,Truffle oil,100,1,7.9,7.9
1212,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Gentile,1000,2,22.9,45.8
1213,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1214,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Basil oil,100,1,5.9,5.9
1215,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
1216,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
1217,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Truffle oil,100,1,7.9,7.9
1218,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Lemon oil,100,1,5.9,5.9
1219,27/05/2021,Direct - B2C,,221,649820,Standard Delivery,Acacia,100,1,8.9,8.9
1220,27/05/2021,Direct - B2C,,222,,Standard Delivery,Truffle oil,250,1,12.9,12.9
1221,27/05/2021,Direct - B2C,,222,,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1222,28/05/2021,Direct - B2C,,223,519931,Standard Delivery,Nobile,250,1,7.9,7.9
1223,28/05/2021,Direct - B2C,,223,519931,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
1224,28/05/2021,Direct - B2C,,223,519931,Standard Delivery,Chili oil,100,1,5.9,5.9
1225,28/05/2021,Direct - B2C,,223,519931,Standard Delivery,Basil oil,250,1,11.9,11.9
1226,28/05/2021,Direct - B2C,,223,519931,Standard Delivery,Lemon oil,100,1,5.9,5.9
1227,28/05/2021,Direct - B2C,,224,,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1228,28/05/2021,Direct - B2C,,224,,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1229,28/05/2021,Direct - B2C,,225,,Standard Delivery,Truffle oil,250,1,12.9,12.9
1230,28/05/2021,Direct - B2C,,225,,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
1231,31/05/2021,Direct - B2C,,2,126793,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1232,31/05/2021,Direct - B2C,,2,126793,Standard Delivery,Acacia,100,1,8.9,8.9
1233,31/05/2021,Direct - B2C,,2,126793,Standard Delivery,Millefiori,100,1,8.9,8.9
1234,31/05/2021,Direct - B2C,Online - Website,226,229681,Standard Delivery,Nobile,5000,1,109,92.65
1235,31/05/2021,Direct - B2C,Online - Website,226,229681,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.015
1236,31/05/2021,Direct - B2C,Online - Website,226,229681,Standard Delivery,Basil oil,100,1,5.9,5.015
1237,31/05/2021,Direct - B2C,Online - Website,226,229681,Standard Delivery,Lemon oil,100,1,5.9,5.015
1238,31/05/2021,Direct - B2C,Online - Website,226,229681,Standard Delivery,Truffle oil,250,1,12.9,10.965
1239,31/05/2021,Direct - B2C,Online - Website,226,229681,Standard Delivery,Chili oil,100,1,5.9,5.015
1240,31/05/2021,Direct - B2C,,227,160041,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
1241,31/05/2021,Direct - B2C,,227,160041,Standard Delivery,Lemon oil,100,1,5.9,5.9
1242,31/05/2021,Direct - B2C,,228,276692,Standard Delivery,Gentile,1000,1,22.9,22.9
1243,31/05/2021,Direct - B2C,,228,276692,Standard Delivery,Nobile,250,1,7.9,7.9
1244,31/05/2021,Direct - B2C,,228,276692,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
